svs_file,y,split,pair_id,COMPOUND_NAME,EXP_ID,GROUP_ID,INDIVIDUAL_ID,file_path,url,max_grade,n_findings,n_findings_spont,dose_level,grade_ord
30264.svs,1,train,E0185-G15-P0,bromobenzene,185,15,3,dataset/wsi/abnormal/30264.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/bromobenzene/Liver/30264.svs,minimal,2,1,High,1
30474.svs,0,train,E0186-G09-P0,bromobenzene,186,9,1,dataset/wsi/normal/30474.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/bromobenzene/Liver/30474.svs,normal,0,0,Middle,0
30481.svs,1,train,E0186-G09-P0,bromobenzene,186,9,5,dataset/wsi/abnormal/30481.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/bromobenzene/Liver/30481.svs,minimal,1,0,Middle,1
30499.svs,0,train,E0186-G12-P0,bromobenzene,186,12,1,dataset/wsi/normal/30499.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/bromobenzene/Liver/30499.svs,normal,0,0,Middle,0
30507.svs,1,train,E0186-G12-P0,bromobenzene,186,12,5,dataset/wsi/abnormal/30507.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/bromobenzene/Liver/30507.svs,minimal,1,0,Middle,1
30514.svs,0,train,E0186-G13-P0,bromobenzene,186,13,4,dataset/wsi/normal/30514.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/bromobenzene/Liver/30514.svs,normal,0,0,High,0
30509.svs,1,train,E0186-G13-P0,bromobenzene,186,13,1,dataset/wsi/abnormal/30509.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/bromobenzene/Liver/30509.svs,minimal,1,0,High,1
30520.svs,0,train,E0186-G14-P0,bromobenzene,186,14,2,dataset/wsi/normal/30520.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/bromobenzene/Liver/30520.svs,normal,0,0,High,0
30518.svs,1,train,E0186-G14-P0,bromobenzene,186,14,1,dataset/wsi/abnormal/30518.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/bromobenzene/Liver/30518.svs,minimal,1,0,High,1
30523.svs,0,train,E0186-G14-P1,bromobenzene,186,14,3,dataset/wsi/normal/30523.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/bromobenzene/Liver/30523.svs,normal,0,0,High,0
30525.svs,1,train,E0186-G14-P1,bromobenzene,186,14,4,dataset/wsi/abnormal/30525.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/bromobenzene/Liver/30525.svs,minimal,1,0,High,1
7751.svs,0,train,E0196-G16-P0,coumarin,196,16,4,dataset/wsi/normal/7751.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/coumarin/Liver/7751.svs,normal,0,0,High,0
7745.svs,1,train,E0196-G16-P0,coumarin,196,16,1,dataset/wsi/abnormal/7745.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/coumarin/Liver/7745.svs,minimal,1,0,High,1
29026.svs,0,train,E0197-G13-P0,coumarin,197,13,1,dataset/wsi/normal/29026.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/coumarin/Liver/29026.svs,normal,0,0,High,0
29033.svs,1,train,E0197-G13-P0,coumarin,197,13,5,dataset/wsi/abnormal/29033.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/coumarin/Liver/29033.svs,minimal,2,1,High,1
8047.svs,0,train,E0201-G16-P0,propylthiouracil,201,16,1,dataset/wsi/normal/8047.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/propylthiouracil/Liver/8047.svs,normal,0,0,High,0
8049.svs,1,train,E0201-G16-P0,propylthiouracil,201,16,2,dataset/wsi/abnormal/8049.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/propylthiouracil/Liver/8049.svs,minimal,1,0,High,1
30406.svs,0,train,E0209-G14-P0,amiodarone,209,14,1,dataset/wsi/normal/30406.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/amiodarone/Liver/30406.svs,normal,0,0,High,0
30409.svs,1,train,E0209-G14-P0,amiodarone,209,14,3,dataset/wsi/abnormal/30409.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/amiodarone/Liver/30409.svs,minimal,1,0,High,1
30408.svs,0,train,E0209-G14-P1,amiodarone,209,14,2,dataset/wsi/normal/30408.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/amiodarone/Liver/30408.svs,normal,0,0,High,0
30410.svs,1,train,E0209-G14-P1,amiodarone,209,14,4,dataset/wsi/abnormal/30410.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/amiodarone/Liver/30410.svs,minimal,1,0,High,1
30750.svs,0,train,E0211-G10-P0,sulfasalazine,211,10,2,dataset/wsi/normal/30750.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulfasalazine/Liver/30750.svs,normal,0,0,Middle,0
30747.svs,1,train,E0211-G10-P0,sulfasalazine,211,10,1,dataset/wsi/abnormal/30747.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulfasalazine/Liver/30747.svs,slight,1,0,Middle,2
30752.svs,0,train,E0211-G10-P1,sulfasalazine,211,10,3,dataset/wsi/normal/30752.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulfasalazine/Liver/30752.svs,normal,0,0,Middle,0
30756.svs,1,train,E0211-G10-P1,sulfasalazine,211,10,5,dataset/wsi/abnormal/30756.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulfasalazine/Liver/30756.svs,slight,1,0,Middle,2
30842.svs,0,train,E0211-G12-P0,sulfasalazine,211,12,1,dataset/wsi/normal/30842.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulfasalazine/Liver/30842.svs,normal,0,0,Middle,0
30847.svs,1,train,E0211-G12-P0,sulfasalazine,211,12,3,dataset/wsi/abnormal/30847.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulfasalazine/Liver/30847.svs,slight,1,0,Middle,2
30714.svs,0,train,E0211-G13-P0,sulfasalazine,211,13,1,dataset/wsi/normal/30714.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulfasalazine/Liver/30714.svs,normal,0,0,High,0
30716.svs,1,train,E0211-G13-P0,sulfasalazine,211,13,2,dataset/wsi/abnormal/30716.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulfasalazine/Liver/30716.svs,slight,1,0,High,2
31164.svs,0,train,E0214-G16-P0,cimetidine,214,16,2,dataset/wsi/normal/31164.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cimetidine/Liver/31164.svs,normal,0,0,High,0
31163.svs,1,train,E0214-G16-P0,cimetidine,214,16,1,dataset/wsi/abnormal/31163.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cimetidine/Liver/31163.svs,moderate,1,0,High,3
31165.svs,0,train,E0214-G16-P1,cimetidine,214,16,3,dataset/wsi/normal/31165.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cimetidine/Liver/31165.svs,normal,0,0,High,0
31166.svs,1,train,E0214-G16-P1,cimetidine,214,16,4,dataset/wsi/abnormal/31166.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cimetidine/Liver/31166.svs,slight,2,1,High,2
32085.svs,0,train,E0229-G12-P0,azathioprine,229,12,2,dataset/wsi/normal/32085.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/azathioprine/Liver/32085.svs,normal,0,0,Middle,0
32079.svs,1,train,E0229-G12-P0,azathioprine,229,12,1,dataset/wsi/abnormal/32079.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/azathioprine/Liver/32079.svs,slight,3,0,Middle,2
32164.svs,0,train,E0229-G15-P0,azathioprine,229,15,1,dataset/wsi/normal/32164.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/azathioprine/Liver/32164.svs,normal,0,0,High,0
32170.svs,1,train,E0229-G15-P0,azathioprine,229,15,2,dataset/wsi/abnormal/32170.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/azathioprine/Liver/32170.svs,slight,1,0,High,2
32174.svs,0,train,E0229-G15-P1,azathioprine,229,15,3,dataset/wsi/normal/32174.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/azathioprine/Liver/32174.svs,normal,0,0,High,0
32178.svs,1,train,E0229-G15-P1,azathioprine,229,15,4,dataset/wsi/abnormal/32178.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/azathioprine/Liver/32178.svs,moderate,3,0,High,3
71035.svs,0,train,E0230-G16-P0,ketoconazole,230,16,1,dataset/wsi/normal/71035.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/ketoconazole/Liver/71035.svs,normal,0,0,High,0
32588.svs,1,train,E0230-G16-P0,ketoconazole,230,16,2,dataset/wsi/abnormal/32588.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/ketoconazole/Liver/32588.svs,slight,1,0,High,2
32599.svs,0,train,E0230-G16-P1,ketoconazole,230,16,4,dataset/wsi/normal/32599.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/ketoconazole/Liver/32599.svs,normal,0,0,High,0
32594.svs,1,train,E0230-G16-P1,ketoconazole,230,16,3,dataset/wsi/abnormal/32594.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/ketoconazole/Liver/32594.svs,slight,1,0,High,2
32904.svs,0,train,E0231-G11-P0,ketoconazole,231,11,2,dataset/wsi/normal/32904.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/ketoconazole/Liver/32904.svs,normal,0,0,Middle,0
71360.svs,1,train,E0231-G11-P0,ketoconazole,231,11,1,dataset/wsi/abnormal/71360.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/ketoconazole/Liver/71360.svs,slight,1,0,Middle,2
71361.svs,0,train,E0231-G11-P1,ketoconazole,231,11,4,dataset/wsi/normal/71361.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/ketoconazole/Liver/71361.svs,normal,0,0,Middle,0
71249.svs,1,train,E0231-G11-P1,ketoconazole,231,11,3,dataset/wsi/abnormal/71249.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/ketoconazole/Liver/71249.svs,slight,1,0,Middle,2
30823.svs,0,train,E0238-G15-P0,adapin,238,15,2,dataset/wsi/normal/30823.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/adapin/Liver/30823.svs,normal,0,0,High,0
30821.svs,1,train,E0238-G15-P0,adapin,238,15,1,dataset/wsi/abnormal/30821.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/adapin/Liver/30821.svs,slight,1,0,High,2
10650.svs,0,train,E0241-G12-P0,methyltestosterone,241,12,3,dataset/wsi/normal/10650.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methyltestosterone/Liver/10650.svs,normal,0,0,Middle,0
10646.svs,1,train,E0241-G12-P0,methyltestosterone,241,12,1,dataset/wsi/abnormal/10646.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methyltestosterone/Liver/10646.svs,minimal,1,0,Middle,1
10651.svs,0,train,E0241-G12-P1,methyltestosterone,241,12,4,dataset/wsi/normal/10651.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methyltestosterone/Liver/10651.svs,normal,0,0,Middle,0
10648.svs,1,train,E0241-G12-P1,methyltestosterone,241,12,2,dataset/wsi/abnormal/10648.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methyltestosterone/Liver/10648.svs,minimal,1,0,Middle,1
31123.svs,0,train,E0242-G15-P0,methyltestosterone,242,15,3,dataset/wsi/normal/31123.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methyltestosterone/Liver/31123.svs,normal,0,0,High,0
31119.svs,1,train,E0242-G15-P0,methyltestosterone,242,15,1,dataset/wsi/abnormal/31119.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methyltestosterone/Liver/31119.svs,slight,1,0,High,2
33009.svs,0,train,E0266-G09-P0,metformin,266,9,1,dataset/wsi/normal/33009.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/metformin/Liver/33009.svs,normal,0,0,Middle,0
33012.svs,1,train,E0266-G09-P0,metformin,266,9,2,dataset/wsi/abnormal/33012.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/metformin/Liver/33012.svs,minimal,1,0,Middle,1
33014.svs,0,train,E0266-G09-P1,metformin,266,9,3,dataset/wsi/normal/33014.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/metformin/Liver/33014.svs,normal,0,0,Middle,0
33017.svs,1,train,E0266-G09-P1,metformin,266,9,5,dataset/wsi/abnormal/33017.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/metformin/Liver/33017.svs,minimal,1,0,Middle,1
33062.svs,0,train,E0266-G14-P0,metformin,266,14,1,dataset/wsi/normal/33062.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/metformin/Liver/33062.svs,normal,0,0,High,0
33064.svs,1,train,E0266-G14-P0,metformin,266,14,2,dataset/wsi/abnormal/33064.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/metformin/Liver/33064.svs,minimal,1,0,High,1
33067.svs,0,train,E0266-G14-P1,metformin,266,14,3,dataset/wsi/normal/33067.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/metformin/Liver/33067.svs,normal,0,0,High,0
33068.svs,1,train,E0266-G14-P1,metformin,266,14,4,dataset/wsi/abnormal/33068.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/metformin/Liver/33068.svs,minimal,1,0,High,1
33071.svs,0,train,E0266-G15-P0,metformin,266,15,1,dataset/wsi/normal/33071.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/metformin/Liver/33071.svs,normal,0,0,High,0
33075.svs,1,train,E0266-G15-P0,metformin,266,15,4,dataset/wsi/abnormal/33075.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/metformin/Liver/33075.svs,minimal,1,0,High,1
33072.svs,0,train,E0266-G15-P1,metformin,266,15,2,dataset/wsi/normal/33072.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/metformin/Liver/33072.svs,normal,0,0,High,0
33077.svs,1,train,E0266-G15-P1,metformin,266,15,5,dataset/wsi/abnormal/33077.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/metformin/Liver/33077.svs,minimal,1,0,High,1
33080.svs,0,train,E0266-G16-P0,metformin,266,16,2,dataset/wsi/normal/33080.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/metformin/Liver/33080.svs,normal,0,0,High,0
33079.svs,1,train,E0266-G16-P0,metformin,266,16,1,dataset/wsi/abnormal/33079.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/metformin/Liver/33079.svs,minimal,1,0,High,1
33433.svs,0,train,E0278-G13-P0,methimazole,278,13,1,dataset/wsi/normal/33433.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methimazole/Liver/33433.svs,normal,0,0,High,0
70531.svs,1,train,E0278-G13-P0,methimazole,278,13,2,dataset/wsi/abnormal/70531.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methimazole/Liver/70531.svs,minimal,1,0,High,1
70535.svs,0,train,E0278-G14-P0,methimazole,278,14,2,dataset/wsi/normal/70535.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methimazole/Liver/70535.svs,normal,0,0,High,0
33460.svs,1,train,E0278-G14-P0,methimazole,278,14,1,dataset/wsi/abnormal/33460.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methimazole/Liver/33460.svs,minimal,1,0,High,1
33479.svs,0,train,E0278-G14-P1,methimazole,278,14,4,dataset/wsi/normal/33479.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methimazole/Liver/33479.svs,normal,0,0,High,0
33472.svs,1,train,E0278-G14-P1,methimazole,278,14,3,dataset/wsi/abnormal/33472.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methimazole/Liver/33472.svs,minimal,1,0,High,1
33925.svs,0,train,E0280-G11-P0,monocrotaline,280,11,2,dataset/wsi/normal/33925.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/monocrotaline/Liver/33925.svs,normal,0,0,Middle,0
70550.svs,1,train,E0280-G11-P0,monocrotaline,280,11,1,dataset/wsi/abnormal/70550.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/monocrotaline/Liver/70550.svs,slight,1,0,Middle,2
70551.svs,0,train,E0280-G11-P1,monocrotaline,280,11,3,dataset/wsi/normal/70551.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/monocrotaline/Liver/70551.svs,normal,0,0,Middle,0
33945.svs,1,train,E0280-G11-P1,monocrotaline,280,11,4,dataset/wsi/abnormal/33945.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/monocrotaline/Liver/33945.svs,slight,5,0,Middle,2
33964.svs,0,train,E0280-G12-P0,monocrotaline,280,12,1,dataset/wsi/normal/33964.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/monocrotaline/Liver/33964.svs,normal,0,0,Middle,0
70554.svs,1,train,E0280-G12-P0,monocrotaline,280,12,2,dataset/wsi/abnormal/70554.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/monocrotaline/Liver/70554.svs,moderate,6,0,Middle,3
33978.svs,0,train,E0280-G12-P1,monocrotaline,280,12,3,dataset/wsi/normal/33978.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/monocrotaline/Liver/33978.svs,normal,0,0,Middle,0
33986.svs,1,train,E0280-G12-P1,monocrotaline,280,12,4,dataset/wsi/abnormal/33986.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/monocrotaline/Liver/33986.svs,moderate,5,0,Middle,3
70556.svs,0,train,E0280-G13-P0,monocrotaline,280,13,1,dataset/wsi/normal/70556.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/monocrotaline/Liver/70556.svs,normal,0,0,High,0
34012.svs,1,train,E0280-G13-P0,monocrotaline,280,13,2,dataset/wsi/abnormal/34012.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/monocrotaline/Liver/34012.svs,moderate,3,0,High,3
34069.svs,0,train,E0280-G14-P0,monocrotaline,280,14,4,dataset/wsi/normal/34069.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/monocrotaline/Liver/34069.svs,normal,0,0,High,0
70558.svs,1,train,E0280-G14-P0,monocrotaline,280,14,1,dataset/wsi/abnormal/70558.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/monocrotaline/Liver/70558.svs,moderate,6,0,High,3
70571.svs,0,train,E0282-G07-P0,vitamin A,282,7,2,dataset/wsi/normal/70571.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/vitamin_A/Liver/70571.svs,normal,0,0,Low,0
15431.svs,1,train,E0282-G07-P0,vitamin A,282,7,1,dataset/wsi/abnormal/15431.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/vitamin_A/Liver/15431.svs,slight,2,0,Low,2
15500.svs,0,train,E0282-G09-P0,vitamin A,282,9,1,dataset/wsi/normal/15500.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/vitamin_A/Liver/15500.svs,normal,0,0,Middle,0
15530.svs,1,train,E0282-G09-P0,vitamin A,282,9,5,dataset/wsi/abnormal/15530.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/vitamin_A/Liver/15530.svs,slight,2,0,Middle,2
15544.svs,0,train,E0282-G10-P0,vitamin A,282,10,2,dataset/wsi/normal/15544.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/vitamin_A/Liver/15544.svs,normal,0,0,Middle,0
15537.svs,1,train,E0282-G10-P0,vitamin A,282,10,1,dataset/wsi/abnormal/15537.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/vitamin_A/Liver/15537.svs,slight,2,0,Middle,2
15552.svs,0,train,E0282-G10-P1,vitamin A,282,10,3,dataset/wsi/normal/15552.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/vitamin_A/Liver/15552.svs,normal,0,0,Middle,0
15568.svs,1,train,E0282-G10-P1,vitamin A,282,10,5,dataset/wsi/abnormal/15568.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/vitamin_A/Liver/15568.svs,slight,2,0,Middle,2
15635.svs,0,train,E0282-G13-P0,vitamin A,282,13,1,dataset/wsi/normal/15635.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/vitamin_A/Liver/15635.svs,normal,0,0,High,0
15644.svs,1,train,E0282-G13-P0,vitamin A,282,13,2,dataset/wsi/abnormal/15644.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/vitamin_A/Liver/15644.svs,slight,2,0,High,2
15651.svs,0,train,E0282-G13-P1,vitamin A,282,13,3,dataset/wsi/normal/15651.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/vitamin_A/Liver/15651.svs,normal,0,0,High,0
15658.svs,1,train,E0282-G13-P1,vitamin A,282,13,4,dataset/wsi/abnormal/15658.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/vitamin_A/Liver/15658.svs,slight,2,0,High,2
11052.svs,0,train,E0289-G12-P0,griseofulvin,289,12,1,dataset/wsi/normal/11052.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/11052.svs,normal,0,0,Middle,0
11055.svs,1,train,E0289-G12-P0,griseofulvin,289,12,2,dataset/wsi/abnormal/11055.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/11055.svs,minimal,1,0,Middle,1
11076.svs,0,train,E0289-G16-P0,griseofulvin,289,16,1,dataset/wsi/normal/11076.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/11076.svs,normal,0,0,High,0
11080.svs,1,train,E0289-G16-P0,griseofulvin,289,16,2,dataset/wsi/abnormal/11080.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/11080.svs,minimal,1,0,High,1
31977.svs,0,train,E0290-G08-P0,griseofulvin,290,8,1,dataset/wsi/normal/31977.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31977.svs,normal,0,0,Low,0
31990.svs,1,train,E0290-G08-P0,griseofulvin,290,8,5,dataset/wsi/abnormal/31990.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31990.svs,moderate,1,0,Low,3
31820.svs,0,train,E0290-G09-P0,griseofulvin,290,9,4,dataset/wsi/normal/31820.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31820.svs,normal,0,0,Middle,0
31817.svs,1,train,E0290-G09-P0,griseofulvin,290,9,2,dataset/wsi/abnormal/31817.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31817.svs,minimal,1,0,Middle,1
31993.svs,0,train,E0290-G12-P0,griseofulvin,290,12,1,dataset/wsi/normal/31993.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31993.svs,normal,0,0,Middle,0
32000.svs,1,train,E0290-G12-P0,griseofulvin,290,12,3,dataset/wsi/abnormal/32000.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/32000.svs,moderate,1,0,Middle,3
31825.svs,0,train,E0290-G13-P0,griseofulvin,290,13,1,dataset/wsi/normal/31825.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31825.svs,normal,0,0,High,0
31828.svs,1,train,E0290-G13-P0,griseofulvin,290,13,2,dataset/wsi/abnormal/31828.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31828.svs,minimal,1,0,High,1
31945.svs,0,train,E0290-G15-P0,griseofulvin,290,15,1,dataset/wsi/normal/31945.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31945.svs,normal,0,0,High,0
31952.svs,1,train,E0290-G15-P0,griseofulvin,290,15,3,dataset/wsi/abnormal/31952.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31952.svs,moderate,1,0,High,3
32010.svs,0,train,E0290-G16-P0,griseofulvin,290,16,1,dataset/wsi/normal/32010.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/32010.svs,normal,0,0,High,0
32021.svs,1,train,E0290-G16-P0,griseofulvin,290,16,5,dataset/wsi/abnormal/32021.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/32021.svs,moderate,1,0,High,3
11930.svs,0,train,E0292-G08-P0,flutamide,292,8,4,dataset/wsi/normal/11930.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11930.svs,normal,0,0,Low,0
