svs_file,label,width,height,AppMag,mpp_x,mpp_y,vendor,n_levels,resize_to_20x,approx_patches_20x
44997.svs,abnormal,67727,33487,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,34320
45009.svs,abnormal,77687,34804,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,40905
45448.svs,abnormal,55775,40587,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,34286
45488.svs,abnormal,55775,42343,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,35805
45502.svs,abnormal,61751,39382,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,36873
46054.svs,abnormal,63743,30665,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,29512
46064.svs,abnormal,65735,29249,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,29184
46387.svs,abnormal,81671,35631,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,44341
46389.svs,abnormal,73703,33730,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,37597
46720.svs,abnormal,71711,34315,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,37520
46727.svs,abnormal,71711,29741,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,32480
46731.svs,abnormal,31871,34553,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,16616
46786.svs,abnormal,39839,41644,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,25110
46801.svs,abnormal,31871,34952,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,16864
46805.svs,abnormal,33863,36783,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,18876
46838.svs,abnormal,33863,39676,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,20328
46843.svs,abnormal,31871,38507,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,18600
47463.svs,abnormal,65735,31245,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,31232
47464.svs,abnormal,65735,30164,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,29952
47468.svs,abnormal,73703,31651,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,35301
4759.svs,abnormal,57767,31855,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,27900
47811.svs,abnormal,33863,28793,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,14784
47816.svs,abnormal,33863,28551,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,14652
47834.svs,abnormal,33863,28569,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,14652
47846.svs,abnormal,57767,30506,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26775
47851.svs,abnormal,65735,30912,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,30720
47859.svs,abnormal,55775,26019,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,21917
47865.svs,abnormal,63743,27339,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26288
47866.svs,abnormal,29879,27067,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,12180
47875.svs,abnormal,31871,27619,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,13268
47884.svs,abnormal,37847,31420,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,17934
48074.svs,abnormal,63743,31579,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,30504
4832.svs,abnormal,61766,36401,20,0.49840000000000001,0.49840000000000001,aperio,3,1.0,34222
4834.svs,abnormal,63758,44342,20,0.49840000000000001,0.49840000000000001,aperio,3,1.0,43077
4848.svs,abnormal,59773,40371,20,0.49840000000000001,0.49840000000000001,aperio,3,1.0,36581
4869.svs,abnormal,97630,42677,20,0.49840000000000001,0.49840000000000001,aperio,4,1.0,63246
4874.svs,abnormal,103607,45238,20,0.49840000000000001,0.49840000000000001,aperio,4,1.0,71104
48770.svs,abnormal,31871,25670,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,12400
48784.svs,abnormal,33863,32424,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,16632
48790.svs,abnormal,33863,29119,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,14916
4882.svs,abnormal,103607,45238,20,0.49840000000000001,0.49840000000000001,aperio,4,1.0,71104
48838.svs,abnormal,31871,30604,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,14756
4884.svs,abnormal,65735,45380,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,45312
48848.svs,abnormal,31871,27129,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,13020
4886.svs,abnormal,61751,41312,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,38801
48863.svs,abnormal,31871,28175,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,13640
48910.svs,abnormal,27887,29439,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,12312
48915.svs,abnormal,31871,29881,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,14384
48928.svs,abnormal,31871,30040,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,14508
49034.svs,abnormal,43823,31273,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,20862
49036.svs,abnormal,43823,29195,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,19494
49046.svs,abnormal,51791,35171,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,27674
49048.svs,abnormal,51791,33426,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26260
49054.svs,abnormal,41831,29032,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,18419
49060.svs,abnormal,41831,30611,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,19397
4917.svs,abnormal,67727,42469,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,43560
4922.svs,abnormal,59759,45389,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,41241
49239.svs,abnormal,31871,32043,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,15500
49259.svs,abnormal,33863,30583,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,15708
49332.svs,abnormal,29879,27790,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,12528
49432.svs,abnormal,29879,30852,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,13920
49457.svs,abnormal,31871,29391,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,14136
49462.svs,abnormal,37847,31504,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,18081
49747.svs,abnormal,41831,30361,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,19234
49754.svs,abnormal,43823,31440,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,20862
49757.svs,abnormal,41831,33272,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,21027
50624.svs,abnormal,39839,22880,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,13795
51449.svs,abnormal,57767,34497,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,30150
51454.svs,abnormal,59759,34745,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,31455
52309.svs,abnormal,63743,33575,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,32488
52320.svs,abnormal,59759,35910,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,32620
52668.svs,abnormal,61751,40646,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,38078
52669.svs,abnormal,57767,41982,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,36675
52799.svs,abnormal,31871,33180,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,15996
52803.svs,abnormal,31871,31562,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,15252
53036.svs,abnormal,31871,30506,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,14756
53153.svs,abnormal,35855,27090,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,14700
53234.svs,abnormal,37847,33595,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,19257
53251.svs,abnormal,37847,30056,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,17199
53377.svs,abnormal,61751,38151,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,35909
53412.svs,abnormal,65735,37399,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,37376
53488.svs,abnormal,63743,36735,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,35464
53895.svs,abnormal,39839,37936,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,22940
53904.svs,abnormal,33863,32428,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,16632
54351.svs,abnormal,33863,34447,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,17688
54357.svs,abnormal,29879,29411,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,13224
54375.svs,abnormal,31871,31089,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,15004
54381.svs,abnormal,31871,33829,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,16368
54867.svs,abnormal,29879,26179,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,11832
55173.svs,abnormal,29879,29561,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,13340
55288.svs,abnormal,29879,30936,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,13920
55300.svs,abnormal,27887,28136,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,11772
55335.svs,abnormal,29879,30292,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,13688
55355.svs,abnormal,37847,35940,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,20580
56647.svs,abnormal,35855,38368,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,20860
57080.svs,abnormal,31871,28295,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,13640
57273.svs,abnormal,29879,33039,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,14964
57831.svs,abnormal,27887,25716,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,10800
57836.svs,abnormal,27887,25956,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,10908
57852.svs,abnormal,27887,25316,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,10584
57867.svs,abnormal,33863,30177,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,15444
57885.svs,abnormal,31871,29058,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,14012
57916.svs,abnormal,29879,24643,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,11136
57925.svs,abnormal,29879,24165,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,10904
57931.svs,abnormal,29879,25464,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,11484
57966.svs,abnormal,31871,30351,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,14632
58009.svs,abnormal,29879,29651,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,13340
58179.svs,abnormal,33863,31869,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,16368
58216.svs,abnormal,31871,26883,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,13020
58222.svs,abnormal,37847,36936,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,21168
5859.svs,abnormal,65735,29083,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,28928
5865.svs,abnormal,81671,36545,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,45298
58708.svs,abnormal,27887,29501,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,12420
58720.svs,abnormal,29879,30054,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,13572
58723.svs,abnormal,29879,31505,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,14268
58741.svs,abnormal,31871,34786,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,16740
58747.svs,abnormal,95615,44505,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,64529
59122.svs,abnormal,31871,34055,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,16492
59152.svs,abnormal,29879,34572,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,15660
59159.svs,abnormal,31871,35863,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,17360
59171.svs,abnormal,33863,32452,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,16632
59212.svs,abnormal,33863,28959,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,14916
59219.svs,abnormal,29879,32723,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,14732
59230.svs,abnormal,29879,29796,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,13456
59236.svs,abnormal,31871,33185,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,15996
59345.svs,abnormal,39839,30198,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,18135
59351.svs,abnormal,39839,30779,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,18600
59375.svs,abnormal,57767,29192,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,25650
59376.svs,abnormal,43823,32937,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,21888
59378.svs,abnormal,39839,30863,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,18600
59381.svs,abnormal,39839,30032,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,18135
59397.svs,abnormal,45815,31686,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,21894
59399.svs,abnormal,41831,29530,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,18745
59402.svs,abnormal,39839,32775,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,19840
59411.svs,abnormal,41831,30445,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,19234
59413.svs,abnormal,43823,32105,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,21375
59417.svs,abnormal,39839,30198,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,18135
59426.svs,abnormal,39839,28702,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,17360
59432.svs,abnormal,75695,32704,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,37465
59434.svs,abnormal,45815,33099,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,22962
59439.svs,abnormal,57767,31212,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,27225
59444.svs,abnormal,55775,24291,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,20398
60067.svs,abnormal,61751,33424,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,31330
60070.svs,abnormal,59759,29088,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,26329
60114.svs,abnormal,55775,28089,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,23653
60147.svs,abnormal,59759,27486,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,24931
60433.svs,abnormal,59759,34331,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,31222
60472.svs,abnormal,63743,36704,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,35464
60484.svs,abnormal,57767,33783,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,29475
60486.svs,abnormal,57767,38373,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,33525
60519.svs,abnormal,61751,36975,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,34704
60528.svs,abnormal,57767,37731,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,33075
60531.svs,abnormal,63743,41551,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,40176
61240.svs,abnormal,55775,33073,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,27993
61461.svs,abnormal,55775,33919,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,28644
61492.svs,abnormal,57767,32585,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,28575
61512.svs,abnormal,57767,38075,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,33300
61548.svs,abnormal,55775,41653,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,35154
61598.svs,abnormal,55775,38076,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,32116
6258.svs,abnormal,61751,32247,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,30125
62664.svs,abnormal,61751,26260,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,24582
62666.svs,abnormal,63743,25926,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,25048
62701.svs,abnormal,59759,25016,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,22601
62711.svs,abnormal,55775,23440,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,19747
62848.svs,abnormal,75695,37633,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,43365
62885.svs,abnormal,79679,32307,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,39186
62887.svs,abnormal,77687,32726,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,38481
63411.svs,abnormal,67727,31981,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,32736
63446.svs,abnormal,57767,37658,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,33075
63450.svs,abnormal,55775,32421,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,27342
6359.svs,abnormal,71711,31986,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,34720
6362.svs,abnormal,63743,31912,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,30752
63748.svs,abnormal,51791,29433,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,23028
63752.svs,abnormal,57767,35330,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,31050
63831.svs,abnormal,55775,36662,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,31031
63937.svs,abnormal,55775,36247,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,30597
64601.svs,abnormal,57767,37742,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,33075
65121.svs,abnormal,61751,32497,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,30366
6529.svs,abnormal,73703,34560,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,38745
6530.svs,abnormal,77687,34639,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,40905
65341.svs,abnormal,71711,40299,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,43960
6536.svs,abnormal,73703,36806,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,41041
6538.svs,abnormal,73703,33646,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,37597
65383.svs,abnormal,73703,37968,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,42476
65387.svs,abnormal,71711,38887,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,42280
6539.svs,abnormal,69719,31822,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,33728
65607.svs,abnormal,73703,35475,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,39606
65615.svs,abnormal,79679,38210,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,46339
65626.svs,abnormal,73703,34393,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,38458
65666.svs,abnormal,73703,39050,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,43624
65686.svs,abnormal,71711,39719,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,43400
65698.svs,abnormal,85655,35875,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,46760
65745.svs,abnormal,73703,43707,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,48790
66236.svs,abnormal,79679,35329,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,42918
66271.svs,abnormal,73703,36609,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,41041
66279.svs,abnormal,83663,38676,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,49226
66287.svs,abnormal,85655,42116,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,54776
66297.svs,abnormal,81671,38129,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,47212
66518.svs,abnormal,115535,47310,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,82984
66688.svs,abnormal,73703,38635,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,43050
66786.svs,abnormal,85655,35874,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,46760
66829.svs,abnormal,81671,44278,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,54868
66982.svs,abnormal,77687,43571,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,51510
67063.svs,abnormal,79679,35237,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,42607
67084.svs,abnormal,79679,36865,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,44784
67116.svs,abnormal,77687,37846,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,44541
67129.svs,abnormal,85655,32030,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,41750
67131.svs,abnormal,85655,34776,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,45090
67249.svs,abnormal,79679,36216,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,43851
67266.svs,abnormal,73703,39549,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,44198
70452.svs,abnormal,65735,41768,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,41728
70461.svs,abnormal,65735,44660,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,44544
70531.svs,abnormal,41831,42004,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26732
70550.svs,abnormal,45815,38588,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26700
70554.svs,abnormal,41831,40507,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,25754
70558.svs,abnormal,51791,39413,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,30906
70585.svs,abnormal,39839,35685,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,21545
70731.svs,abnormal,39839,41257,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,24955
70830.svs,abnormal,39839,36601,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,22010
71072.svs,abnormal,67727,34984,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,35904
71249.svs,abnormal,45815,47654,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,33108
71271.svs,abnormal,67727,39973,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,41184
71360.svs,abnormal,43823,45493,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,30267
7745.svs,abnormal,59759,30005,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,27261
8049.svs,abnormal,61751,27376,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,25546
8303.svs,abnormal,53783,36000,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,29400
8314.svs,abnormal,55775,30926,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26040
8317.svs,abnormal,49799,30849,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,23280
8357.svs,abnormal,55775,35082,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,29729
8362.svs,abnormal,59759,29590,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26795
8384.svs,abnormal,59759,35244,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,31921
8414.svs,abnormal,53783,33174,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,27090
8739.svs,abnormal,53783,31843,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26040
10650.svs,normal,49799,32678,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,24638
10651.svs,normal,53783,34920,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,28560
11030.svs,normal,61751,28258,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26510
11031.svs,normal,55775,23858,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,20181
11052.svs,normal,59759,33595,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,30523
11076.svs,normal,53783,41724,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,34020
11461.svs,normal,61751,33828,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,31812
11466.svs,normal,65735,30412,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,30208
11472.svs,normal,65735,30496,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,30464
11474.svs,normal,65735,32160,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,32000
11717.svs,normal,59759,42550,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,38678
11720.svs,normal,59759,40856,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,37047
11864.svs,normal,105575,45937,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,73748
11930.svs,normal,89639,46104,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,63000
11935.svs,normal,61751,36496,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,34222
13050.svs,normal,53783,30771,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,25200
13082.svs,normal,51791,32637,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,25654
13103.svs,normal,51791,33680,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,26462
13107.svs,normal,53783,35204,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,28770
13114.svs,normal,51791,32406,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,25452
13118.svs,normal,51791,31520,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,24846
13125.svs,normal,49799,31370,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,23668
15500.svs,normal,105575,45937,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,73748
15544.svs,normal,67727,46332,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,47520
15552.svs,normal,35855,32563,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,17780
15635.svs,normal,105575,45937,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,73748
15651.svs,normal,105575,45937,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,73748
15795.svs,normal,47807,41413,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,29946
15798.svs,normal,49799,38083,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,28712
15813.svs,normal,49799,37501,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,28324
15814.svs,normal,45815,36676,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,25454
15820.svs,normal,47807,34596,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,25110
16711.svs,normal,49799,30684,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,23086
16716.svs,normal,53783,29764,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,24360
19711.svs,normal,45815,34681,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,24030
20359.svs,normal,63743,34457,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,33232
20362.svs,normal,63743,38071,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,36704
20417.svs,normal,63743,34449,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,33232
20419.svs,normal,63743,33892,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,32736
20473.svs,normal,105575,45937,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,73748
20480.svs,normal,63743,44531,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,42904
20965.svs,normal,45815,33018,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,22784
20974.svs,normal,43823,26201,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,17442
20975.svs,normal,45815,26366,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,18156
21002.svs,normal,45815,25950,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,17978
21009.svs,normal,41831,23378,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,14833
21012.svs,normal,43823,29362,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,19494
